Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
55487,915.307,359.2053494,197.7867172,1.816124735,0.834754061,56143,265.7973714,0.654034749,0.988315551,0.832276326,0.73995939,0.006473685,0.001197189,0.5475399,0.994400755,HOROZ
36272,724.509,242.8715934,190.5793454,1.274385705,0.619886114,36736,214.9021749,0.780647383,0.987369338,0.868347978,0.884838658,0.006695842,0.00253187,0.782939452,0.997766845,SEKER
38825,721.732,249.2813549,198.6156567,1.255094181,0.604305159,39189,222.3365137,0.760201284,0.990711679,0.936632894,0.891909922,0.00642064,0.002506352,0.795503308,0.998431573,SEKER
29821,638.896,239.9517784,158.6249029,1.512699293,0.750324304,30101,194.8570668,0.803194355,0.990697983,0.918061402,0.812067608,0.008046403,0.002158491,0.6594538,0.997555297,DERMASON
52398,904.806,358.823553,186.3452156,1.925585006,0.854578221,53028,258.292868,0.673842593,0.988119484,0.804291781,0.719832536,0.006848039,0.001134154,0.518158879,0.997758969,HOROZ
155439,1530.105,571.898425,351.3914853,1.627524994,0.788971427,158204,444.8719834,0.655324334,0.982522566,0.834309885,0.777886359,0.003679247,0.000831004,0.605107187,0.984827071,BOMBAY
44111,790.752,301.2185767,187.2377707,1.608749002,0.78333402,44655,236.989176,0.785830082,0.987817714,0.886494753,0.786768129,0.00682865,0.001613993,0.619004089,0.99582221,SIRA
25306,589.45,220.5987438,146.1876275,1.50901104,0.748897654,25639,179.5009747,0.773694509,0.987011974,0.915249338,0.813698988,0.008717251,0.002357298,0.662106044,0.99912533,DERMASON
39765,736.601,253.9681095,199.938391,1.270231836,0.61662392,40214,225.0119341,0.749759602,0.988834734,0.92097161,0.885984995,0.006386725,0.002427523,0.784969411,0.997093136,SEKER
57356,973.845,393.0484951,189.0698965,2.07885286,0.876701651,58298,270.2367986,0.82019162,0.983841641,0.759992038,0.687540601,0.006852788,0.000944584,0.472712078,0.982698856,HOROZ
53347,859.683,319.4557212,213.1670012,1.498617138,0.744805308,53832,260.621392,0.806747724,0.990990489,0.90707498,0.815829471,0.00598826,0.001636357,0.665577726,0.997446186,SIRA
34207,661.138,226.8735177,192.1947081,1.180435819,0.531362195,34421,208.6952446,0.774299425,0.993782865,0.983423569,0.919874857,0.006632371,0.002929298,0.846169752,0.998849085,SEKER
45428,769.104,265.4741881,218.1533583,1.216915431,0.569848474,45811,240.5009897,0.785136536,0.991639563,0.965080057,0.905929844,0.005843845,0.002428045,0.820708881,0.998733303,SEKER
54187,931.202,353.7848501,195.5619723,1.809067714,0.833333262,55164,262.6652455,0.769133595,0.982289174,0.785266682,0.742443452,0.006528962,0.001223707,0.55122228,0.99719843,BARBUNYA
62465,1007.548,412.7533854,193.5013473,2.133077579,0.88330105,63328,282.0157942,0.704195978,0.986372537,0.773241434,0.683254951,0.006607755,0.000888311,0.466837328,0.995800238,HOROZ
41739,751.568,271.1479575,197.1234861,1.375523348,0.686641672,42121,230.5292722,0.772472378,0.99093089,0.928571484,0.85019734,0.006496273,0.002093741,0.722835517,0.99427713,SIRA
65974,1020.876,374.4587697,225.5123262,1.660480276,0.798318561,66946,289.8287524,0.766141769,0.985480835,0.795493604,0.773993764,0.005675854,0.001256495,0.599066346,0.994737852,BARBUNYA
24887,577.757,209.024632,152.4886267,1.370755554,0.683954493,25199,178.0087429,0.747896382,0.987618556,0.936897284,0.851616105,0.008398949,0.002725086,0.72524999,0.994140452,DERMASON
44522,784.973,296.3863498,191.9265767,1.544269454,0.762018388,44897,238.0906781,0.790167717,0.991647549,0.90797751,0.803311888,0.006657076,0.001710016,0.645309989,0.996532504,SIRA
35677,689.725,235.9739477,192.7272628,1.224393188,0.57701846,36120,213.1322764,0.76843715,0.987735327,0.942423825,0.903202572,0.006614176,0.002715165,0.815774885,0.998829212,SEKER
49946,836.653,309.7136514,205.539636,1.506831759,0.748048471,50482,252.1769662,0.78096757,0.989382354,0.896643556,0.81422619,0.00620097,0.001681201,0.662964288,0.998975644,SIRA
77418,1116.981,364.8569284,270.7538285,1.347559628,0.670308901,79163,313.9612382,0.765726381,0.977956874,0.77975872,0.860505074,0.004712818,0.001593948,0.740468982,0.997826106,BARBUNYA
41565,770.034,293.1837407,180.8184311,1.621426195,0.787166151,41998,230.0482595,0.807997356,0.989689985,0.880882224,0.784655585,0.007053621,0.001649332,0.615684387,0.998286792,SIRA
78152,1091.403,379.4282692,262.7353851,1.444146053,0.721465159,79157,315.4460602,0.816481748,0.987303713,0.824479144,0.831372056,0.004855004,0.001430708,0.691179495,0.998164139,BARBUNYA
56318,1026.226,384.5543262,187.6346173,2.04948496,0.872884179,57574,267.7803292,0.656065795,0.978184597,0.672002766,0.696339401,0.006828267,0.000990317,0.484888561,0.993771814,HOROZ
57778,937.572,380.0172916,195.4643071,1.944177416,0.857576553,58478,271.2291179,0.625221833,0.988029686,0.825967788,0.713728359,0.006577197,0.001052816,0.50940817,0.990379861,HOROZ
40854,780.21,298.0698212,176.1619425,1.692021653,0.806664974,41664,228.0721999,0.665558868,0.980558756,0.843376361,0.765163675,0.007295976,0.001542697,0.58547545,0.990637139,SIRA
30512,648.563,243.795684,160.3418775,1.520474176,0.753289078,30803,197.1017123,0.796283731,0.990552868,0.911540988,0.808470884,0.007990157,0.002105681,0.653625171,0.993820193,DERMASON
171914,1595.676,598.5416463,368.3583724,1.624889486,0.788194304,174673,467.854361,0.815980331,0.984204771,0.848460607,0.781657156,0.003481634,0.00080173,0.610987909,0.99278783,BOMBAY
58386,953.693,400.1437694,186.4777129,2.145799426,0.884770614,58829,272.6524602,0.704804442,0.9924697,0.806680199,0.681386244,0.00685342,0.000911298,0.464287214,0.996267237,HOROZ
159048,1511.124,564.0080169,362.6188926,1.555374054,0.765923128,161042,450.0068923,0.797352985,0.987618137,0.875261589,0.79787322,0.00354615,0.000886487,0.636601675,0.990153727,BOMBAY
41443,754.945,290.022778,182.1905646,1.591864972,0.778056757,41801,229.7103969,0.747879597,0.991435612,0.913756383,0.792042606,0.006998113,0.001698849,0.62733149,0.998627024,DERMASON
44171,826.19,343.4056346,163.9725577,2.094287236,0.878637498,44634,237.1502982,0.771007157,0.989626742,0.813181009,0.690583596,0.007774459,0.001090724,0.476905704,0.998777528,HOROZ
45454,777.58,278.065298,208.3350827,1.334702223,0.66230901,45868,240.5698033,0.789954814,0.9909741,0.944695417,0.865155793,0.00611751,0.00211413,0.748494546,0.999017334,SEKER
38104,722.895,262.025258,185.8117141,1.410165442,0.705071067,38515,220.2623881,0.819141389,0.989328833,0.916283763,0.840615099,0.006876581,0.002118074,0.706633744,0.996470486,SIRA
48436,831.069,316.266048,195.6102923,1.61681701,0.785785442,48994,248.3357215,0.796120973,0.98861085,0.881259819,0.785211448,0.006529566,0.001531125,0.616557018,0.996859875,SIRA
42008,738.016,248.3602737,215.6622865,1.151616621,0.495961458,42361,231.2709381,0.784682918,0.991666863,0.969193102,0.931191348,0.005912214,0.002742115,0.867117327,0.998586726,SEKER
30774,642.61,233.1968649,168.5745158,1.383345897,0.690968361,31096,197.9461385,0.766590275,0.98964497,0.93648075,0.848837048,0.007577724,0.002426699,0.720524335,0.996734383,DERMASON
51088,926.529,376.8679851,173.5416044,2.171629025,0.887668105,51759,255.043647,0.588022698,0.987036071,0.747843513,0.676745325,0.00737684,0.000954446,0.457984235,0.994571857,HOROZ
175965,1569.123,587.8046796,382.0314188,1.538629156,0.759994769,177068,473.3345503,0.807641997,0.993770755,0.898094799,0.80525822,0.003340464,0.000866417,0.648440802,0.997709923,BOMBAY
25726,594.314,214.3770492,153.0590422,1.400616691,0.700175053,26034,180.9844207,0.725391231,0.988169317,0.915272065,0.844234126,0.008333089,0.002611184,0.712731259,0.998263298,DERMASON
52153,909.777,361.5588773,184.5522277,1.959114131,0.859916467,53049,257.6883039,0.758081865,0.983109955,0.791806847,0.712714637,0.006932657,0.001103423,0.507962154,0.995155833,HOROZ
42122,771.243,287.8738128,187.2325252,1.537520324,0.759593683,42610,231.5845334,0.765576154,0.988547289,0.889890104,0.80446544,0.006834286,0.001765641,0.647164643,0.995028792,SIRA
36109,690.918,236.9183865,194.403861,1.218691776,0.57157185,36461,214.4187649,0.771559829,0.990345849,0.950544188,0.905032184,0.0065612,0.002715308,0.819083255,0.998210026,SEKER
60516,970.091,391.9072583,199.3084753,1.966335138,0.861026373,61355,277.5812751,0.760757791,0.986325483,0.808081431,0.708283068,0.006476093,0.001005357,0.501664904,0.986441328,HOROZ
49198,832.071,320.0435313,196.42132,1.629372674,0.789513545,49738,250.2815197,0.803495019,0.98914311,0.892969325,0.782023366,0.006505214,0.001500791,0.611560545,0.996460041,SIRA
42853,776.166,279.2656766,197.1586268,1.416451723,0.708222331,43392,233.5853895,0.726716185,0.987578355,0.893885445,0.836427134,0.006516829,0.001967563,0.699610351,0.990964287,SIRA
48915,894.486,310.0875693,201.7558508,1.53694462,0.759385013,50027,249.5606386,0.708656284,0.977772003,0.768253994,0.804806975,0.006339315,0.001640548,0.647714267,0.995500957,BARBUNYA
33494,678.636,247.4457385,172.5911904,1.433710132,0.716593484,33891,206.508802,0.73840388,0.988285976,0.913909289,0.834561966,0.007387763,0.002210686,0.696493675,0.998570039,DERMASON
50908,876.799,354.3159469,183.8984841,1.926693135,0.85475966,51591,254.5939488,0.681992337,0.986761257,0.832138868,0.718550635,0.006959927,0.001144495,0.516315016,0.994780596,HOROZ
47114,805.392,297.6787127,201.9763607,1.47382947,0.7345962,47730,244.9232694,0.766205887,0.987094071,0.912736081,0.822777239,0.006318264,0.001786104,0.676962386,0.997727114,SIRA
21314,537.215,193.9609965,140.0814439,1.384630191,0.691669153,21587,164.7356296,0.76208524,0.9873535,0.928065363,0.849323486,0.009100169,0.002920934,0.721350383,0.998803519,DERMASON
33171,654.338,222.253649,190.3614532,1.167534946,0.516138043,33429,205.5106541,0.790237278,0.99228215,0.973563187,0.924667176,0.00670024,0.003021425,0.855009387,0.998253339,SEKER
66985,1009.144,340.0882559,251.1517016,1.354114879,0.674264669,68137,292.0410089,0.729763591,0.983092886,0.826572859,0.85872124,0.005077081,0.001702953,0.737402169,0.998527248,BARBUNYA
47371,855.614,354.0188628,170.8794345,2.071746455,0.875794284,47842,245.5903713,0.618872805,0.990155094,0.813142485,0.693721146,0.007473325,0.001067661,0.481249029,0.997025969,HOROZ
34827,708.98,259.3345012,171.5530255,1.511687133,0.7499341,35307,210.5780464,0.717934447,0.986404962,0.870678783,0.811993951,0.007446363,0.001996803,0.659334177,0.996706992,DERMASON
55607,898.497,311.4197591,228.7198652,1.361577224,0.678671061,56424,266.084632,0.75650636,0.985520346,0.865577715,0.854424371,0.00560037,0.001841158,0.730041006,0.994007207,BARBUNYA
25423,590.252,221.4381682,146.3057798,1.513529873,0.75064377,25739,179.9154494,0.76391226,0.987722911,0.916983934,0.812486171,0.008710151,0.002341366,0.660133778,0.999132193,DERMASON
43021,781.572,296.0573014,186.3717086,1.588531348,0.776990529,43558,234.0428133,0.79868189,0.98767161,0.885018564,0.790532144,0.006881693,0.00165788,0.624941071,0.992738482,SIRA
70445,998.333,379.1073004,238.9717847,1.586410299,0.776307862,71483,299.4884968,0.769722465,0.985479065,0.888196758,0.78998346,0.005381607,0.001292896,0.624073867,0.990037209,CALI
83112,1139.537,393.3455569,269.348653,1.460358359,0.728765425,84375,325.3021442,0.747309266,0.985031111,0.804297531,0.827013649,0.004732717,0.001365655,0.683951575,0.9988144,BARBUNYA
25232,589.499,215.3682905,149.3171927,1.44235427,0.720638561,25550,179.2383335,0.725557856,0.987553816,0.912421257,0.832241056,0.008535522,0.002525843,0.692625175,0.999010879,DERMASON
53473,899.337,349.4782173,196.1545287,1.781647458,0.827627154,54218,260.9289907,0.82458981,0.986259176,0.830805746,0.746624475,0.006535601,0.001252778,0.557448107,0.993176003,HOROZ
47360,860.079,346.142513,175.0021106,1.977933362,0.862780782,48026,245.5618554,0.802902384,0.986132512,0.804534866,0.709424142,0.007308752,0.001141949,0.503282614,0.995459472,HOROZ
40514,766.818,299.5296828,172.7269021,1.734122937,0.816983966,40949,227.1211723,0.799266113,0.98937703,0.865825536,0.758259316,0.007393239,0.001507598,0.57495719,0.997046451,SIRA
183093,1626.402,606.628063,386.8273814,1.568213865,0.770311209,185169,482.8263124,0.775817797,0.98878862,0.869812822,0.795918194,0.003313224,0.000820171,0.633485772,0.993441171,BOMBAY
40127,738.726,276.1258064,185.5911693,1.487817591,0.740437331,40512,226.0338099,0.75409682,0.990496643,0.924016628,0.818589949,0.006881297,0.001905968,0.670089505,0.996970953,DERMASON
52856,915.191,380.0157284,177.6421699,2.139220258,0.8840142,53359,259.4192541,0.80948297,0.990573287,0.793013675,0.682653992,0.007189642,0.00096314,0.466016473,0.996911879,HOROZ
35664,695.948,262.8627317,173.1266239,1.518326446,0.752475806,36022,213.0934422,0.724657117,0.990061629,0.925308034,0.810664338,0.007370534,0.001963555,0.657176668,0.997808715,DERMASON
46436,802.578,302.9331091,195.8905496,1.546440651,0.762790054,46889,243.1545835,0.808876812,0.990338885,0.905920662,0.802667573,0.006523669,0.001670377,0.644275233,0.996333411,SIRA
39175,748.177,288.9841472,173.4647345,1.665953302,0.799807245,39848,223.336426,0.791014639,0.983110821,0.879447994,0.772832794,0.007376749,0.001623256,0.597270528,0.995024808,SIRA
42312,751.298,256.843828,210.183669,1.221997071,0.574744996,42692,232.1062507,0.774945055,0.991099035,0.94199577,0.903686308,0.006070236,0.002497216,0.816648944,0.997942617,SEKER
47969,832.029,315.6983928,193.8525724,1.628548896,0.789272119,48501,247.1356464,0.754834852,0.989031154,0.870750237,0.782821997,0.0065813,0.001524557,0.61281028,0.997991504,SIRA
43968,763.577,261.8395724,214.330122,1.221664831,0.574427993,44429,236.6047259,0.803200526,0.989623894,0.947634576,0.90362478,0.00595523,0.002449237,0.816537742,0.997535443,SEKER
68879,1030.435,390.322355,227.4152121,1.71634233,0.812734405,70187,296.1409573,0.795553246,0.98136407,0.815183713,0.758708676,0.005666783,0.001158288,0.575638856,0.987993335,CALI
41435,738.189,260.3770597,202.7837232,1.284013606,0.627262451,41767,229.6882246,0.7905029,0.992051141,0.955525031,0.882136948,0.006283988,0.002347249,0.778165594,0.999175211,SEKER
56069,932.592,374.0643532,191.5440162,1.952889788,0.858948688,56798,267.1877019,0.776578947,0.987165041,0.810119905,0.714282715,0.0066715,0.001071233,0.510199797,0.996363974,HOROZ
64295,961.549,352.1611742,232.98368,1.51152722,0.749872361,64960,286.116998,0.728192176,0.989762931,0.873864755,0.81246037,0.005477272,0.001472152,0.660091853,0.997746804,CALI
42438,782.142,297.9735621,182.2210678,1.635231127,0.791217885,43022,232.4515859,0.790735807,0.98642555,0.871753214,0.780108088,0.007021386,0.001604064,0.60856863,0.995150366,SIRA
30017,634.725,231.4203017,165.4694413,1.398568219,0.699107104,30345,195.4963719,0.728285132,0.989190971,0.936280419,0.844767596,0.007709641,0.002421937,0.713632291,0.998063441,DERMASON
37209,725.482,266.9757992,178.4850517,1.495788004,0.743672646,37627,217.6602174,0.803858451,0.988890956,0.888391878,0.815280703,0.007175033,0.001955385,0.664682625,0.994224297,SIRA
31007,649.708,236.9705356,167.1148355,1.418010166,0.708994945,31375,198.6940829,0.718353257,0.988270916,0.923066914,0.838475899,0.007642485,0.002330111,0.703041833,0.996920466,DERMASON
43676,776.928,292.4523473,190.4809568,1.535336405,0.758800551,44079,235.8177482,0.713240577,0.990857324,0.909266466,0.80634589,0.006695951,0.001746134,0.650193694,0.998266048,SIRA
40363,736.091,268.6974505,191.7105261,1.401579016,0.700674575,40681,226.6975248,0.740388143,0.992183083,0.936117333,0.843690643,0.006657024,0.00208062,0.711813901,0.997663427,SEKER
51896,871.948,339.2358007,196.0556099,1.730303973,0.81608412,52577,257.0526005,0.766207497,0.987047568,0.857753655,0.757740191,0.006536839,0.001329318,0.574170197,0.993488973,SIRA
43976,786.271,297.269179,188.8597632,1.574020712,0.772252561,44457,236.6262501,0.737654321,0.989180556,0.893883812,0.795999945,0.006759805,0.001674041,0.633615912,0.997324569,SIRA
47122,888.678,356.2785067,169.2101943,2.105538075,0.88001927,47831,244.9440626,0.761235501,0.985176977,0.749798765,0.687507268,0.007560768,0.001041969,0.472666243,0.995216771,HOROZ
44474,791.616,302.3649058,188.0131684,1.608211321,0.783169061,44994,237.9622985,0.715764062,0.988442903,0.891839962,0.787003696,0.006798689,0.001608837,0.619374818,0.996085594,SIRA
64530,1004.942,371.617998,221.6379579,1.676689325,0.802677421,65642,286.6394038,0.697923426,0.983059626,0.802951908,0.771328099,0.005758841,0.001257394,0.594947036,0.997541344,BARBUNYA
80953,1101.021,425.879125,244.7647649,1.739952747,0.818344327,81973,321.0491565,0.80067454,0.987556878,0.839173202,0.753850418,0.00526082,0.00104803,0.568290453,0.988798535,CALI
24590,575.308,209.8796546,149.6176681,1.402773197,0.701292527,24921,176.9433819,0.755453149,0.986718029,0.933614453,0.843070674,0.008535163,0.002659791,0.710768162,0.997046527,DERMASON
36076,693.745,243.5262185,189.1972144,1.287155412,0.629615417,36427,214.3207638,0.759127159,0.99036429,0.941951431,0.880072647,0.006750366,0.002497935,0.774527865,0.996937733,SEKER
29687,655.459,236.9834375,160.9338924,1.472551455,0.734051858,30352,194.4187809,0.78311219,0.978090406,0.868330617,0.820389741,0.007982734,0.002230552,0.673039327,0.99108504,DERMASON
78848,1088.405,388.6458643,259.1222372,1.499855313,0.745298466,79719,316.8475842,0.734576758,0.989074123,0.836410526,0.815260404,0.004929052,0.001343162,0.664649526,0.996878123,BARBUNYA
46063,792.738,288.9321891,203.5215767,1.419663672,0.709810993,46480,242.1760375,0.790631812,0.991028399,0.921091406,0.838176038,0.006272544,0.001909697,0.702539071,0.997369197,SIRA
40896,760.258,286.5936294,183.3447328,1.563140785,0.768593357,41290,228.1894047,0.812750904,0.990457738,0.889137032,0.796212411,0.007007865,0.001737326,0.633954204,0.990959671,SIRA
66931,1037.359,341.6177344,250.189667,1.365435026,0.680909758,68309,291.9232707,0.779699914,0.979826963,0.781590045,0.854531956,0.005104029,0.001678828,0.730224863,0.997074605,BARBUNYA
40752,728.679,241.6146519,215.182691,1.122834977,0.454781939,41112,227.7873085,0.781857949,0.991243433,0.964464583,0.942771089,0.005928903,0.00288921,0.888817327,0.997995183,SEKER
41040,760.277,289.6124266,180.965432,1.6003743,0.780741762,41401,228.5907936,0.77549555,0.991280404,0.892223199,0.789298982,0.007056833,0.001689491,0.622992884,0.9970218,SIRA
43329,754.79,265.286554,208.1735397,1.2743529,0.619860543,43707,234.8791098,0.765854779,0.9913515,0.95573228,0.885378872,0.00612261,0.002320775,0.783895746,0.998959817,SEKER
47769,853.234,350.9656259,174.0789619,2.0161289,0.868322502,48407,246.6199096,0.782841691,0.986820088,0.824555148,0.702689641,0.007347142,0.001104975,0.493772731,0.995509474,HOROZ
34445,676.892,246.6615423,177.9715268,1.385960702,0.692392366,34792,209.4199993,0.741741677,0.990026443,0.944707342,0.849017635,0.007161026,0.002295207,0.720830945,0.999043363,DERMASON
29702,631.176,226.4472203,167.565085,1.351398594,0.672635329,30053,194.4678918,0.728561617,0.988320634,0.936902945,0.858778004,0.007623972,0.002557907,0.73749966,0.996656004,DERMASON
30908,668.164,256.5755796,153.9429864,1.666692232,0.800006902,31300,198.3766313,0.788167793,0.987476038,0.869990725,0.773170352,0.008301268,0.00182989,0.597792394,0.996335939,DERMASON
59959,976.082,401.9377152,193.0369915,2.082179753,0.87712293,61334,276.3008684,0.588421755,0.977581765,0.790845481,0.6874221,0.006703543,0.000923375,0.472549144,0.98393226,HOROZ
59680,951.625,389.022583,196.4443315,1.980319718,0.8631375,60281,275.65728,0.730942583,0.990030026,0.828146161,0.708589403,0.006518475,0.001013688,0.502098943,0.994316436,HOROZ
51487,909.858,377.6142924,174.9837576,2.157996249,0.886152967,52007,256.0376622,0.762487967,0.990001346,0.781556205,0.678040178,0.007334168,0.000956208,0.459738483,0.992113922,HOROZ
48745,869.301,359.0541561,174.4456672,2.058257805,0.874043436,49367,249.1265976,0.816718048,0.98740049,0.810586899,0.693841286,0.007365969,0.001053053,0.481415731,0.990877685,HOROZ
61076,982.932,417.4746289,187.2771103,2.229181283,0.893735059,61597,278.8626516,0.824070701,0.991541796,0.794389513,0.667975087,0.00683533,0.000839422,0.446190717,0.994639994,HOROZ
183153,1627.014,608.6434692,385.1108888,1.580436926,0.774367242,185326,482.9054176,0.768578395,0.988274716,0.869443412,0.793412633,0.003323142,0.000812316,0.629503607,0.994890745,BOMBAY
44594,846.716,353.8563544,161.5875876,2.189873367,0.889647764,45211,238.2831179,0.745893687,0.986352879,0.781647171,0.673389399,0.007935066,0.001006457,0.453453283,0.993005267,HOROZ
87212,1162.062,460.8147614,244.0358622,1.888307552,0.848263275,88616,333.2293012,0.784958237,0.98415636,0.811572851,0.7231307,0.005283846,0.000891245,0.52291801,0.987430027,CALI
44199,795.882,295.5580608,191.0130729,1.547318497,0.763100908,44673,237.2254511,0.71931452,0.989389564,0.876849265,0.8026357,0.006686985,0.001711922,0.644224067,0.996819815,SIRA
44855,799.527,307.1641886,186.6307029,1.645839531,0.794248811,45387,238.9794129,0.740707102,0.988278582,0.881768248,0.778018473,0.006847936,0.001547744,0.605312744,0.996247643,SIRA
62033,990.706,348.3721294,227.4652059,1.531540298,0.757411844,63197,281.0389095,0.710865878,0.981581404,0.794224102,0.806720417,0.005615916,0.001467211,0.650797831,0.996723105,BARBUNYA
34151,662.129,226.5248185,192.2363364,1.17836629,0.528982779,34389,208.524348,0.778210737,0.993079182,0.978876878,0.920536431,0.006633036,0.002938029,0.847387321,0.998532653,SEKER
41567,740.413,241.9091235,219.223754,1.103480435,0.422798779,42016,230.053794,0.801832562,0.989313595,0.952819145,0.950992632,0.00581974,0.002936243,0.904386986,0.997973345,SEKER
